"Year","LEA","LEA Name","PublicSeniorInstitutions","PrivateSeniorInstitutions","CommunityTechnicalCollege","PrivateJuniorInstitutions","TradeBusinessNursing","Other","Total"
"2009","060","Avery County Schools","        41","        14","        68","*","*","        19","       146"
"2009","06B","Crossnore Academy","*","*","         6","*","*","*","         6"
"2009","070","Beaufort County Schools","        97","        29","       235","*","        10","        73","       445"
"2009","080","Bertie County Schools","        74","*","        65","*","*","        31","       170"
"2009","090","Bladen County Schools","        96","        33","       133","*","         8","        61","       331"
"2009","100","Brunswick County Schools","       146","        49","       378","*","        13","        95","       684"
"2009","110","Buncombe County Schools","       503","       184","       670","        20","        44","       207","     1,628"
"2009","111","Asheville City Schools","       143","        26","        49","         5","*","        29","       253"
"2009","120","Burke County Schools","       285","        52","       480","*","        12","       159","       990"
"2009","130","Cabarrus County Schools","       595","       127","       526","        10","        41","       292","     1,591"
"2009","132","Kannapolis City Schools","        61","        35","        84","*","         5","        48","       233"
"2009","140","Caldwell County Schools","       176","        58","       407","         5","         9","       114","       769"
"2009","150","Camden County Schools","        45","        11","        45","*","*","        18","       120"
"2009","160","Carteret County Public Schools","       211","        56","       228","*","*","        65","       564"
"2009","16A","Cape Lookout Marine Sci High","*","*","        16","*","*","        10","        27"
"2009","170","Caswell County Schools","        55","        23","        85","*","*","        24","       189"
"2009","180","Catawba County Schools","       395","       104","       449","*","        25","       190","     1,166"
"2009","181","Hickory City Schools","       104","        39","        82","         5","         7","        40","       277"
"2009","182","Newton Conover City Schools","        63","        21","        65","*","*","        22","       178"
"2009","190","Chatham County Schools","       183","        64","       145","         8","         9","        61","       470"
"2009","19B","Woods Charter","        14","*","         9","*","*","*","        27"
"2009","200","Cherokee County Schools","        52","        24","       106","*","*","        70","       255"
"2009","210","Edenton/Chowan Schools","        50","        18","        70","*","*","        24","       166"
"2009","220","Clay County Schools","        18","        19","        37","*","         6","        11","        91"
"2009","230","Cleveland County Schools","       271","       147","       366","*","        23","       218","     1,027"
"2009","240","Columbus County Schools","       105","        25","       224","*","        13","        67","       435"
"2009","241","Whiteville City Schools","        33","        12","        87","*","*","        29","       162"
"2009","250","Craven County Schools","       244","        60","       370","*","        23","       166","       867"
"2009","260","Cumberland County Schools","     1,458","       283","     1,062","        12","        39","       473","     3,327"
"2009","270","Currituck County Schools","        84","         9","       101","*","        16","        71","       282"
"2009","280","Dare County Schools","       127","        53","       106","*","         7","        58","       352"
"2009","290","Davidson County Schools","       363","       115","       655","*","        12","       141","     1,289"
"2009","291","Lexington City Schools","        41","        20","        65","*","*","        28","       157"
"2009","292","Thomasville City Schools","        39","        14","        35","*","*","        48","       139"
"2009","300","Davie County Schools","       110","        31","       178","         5","*","        47","       375"
"2009","310","Duplin County Schools","        94","        59","       248","*","         6","        60","       468"
"2009","320","Durham Public Schools","       883","       298","       383","        28","        37","       184","     1,813"
"2009","32D","Kestrel Heights Sch","        11","*","         7","*","*","*","        19"
"2009","330","Edgecombe County Public School","       121","        44","       194","*","         5","        80","       446"
"2009","340","Forsyth County Schools","     1,263","       403","     1,060","        16","        69","       339","     3,150"
"2009","34B","Quality Education Academy","         5","*","*","*","*","*","         6"
"2009","34D","C G Woodson Sch of Challenge","*","*","*","*","*","*","         9"
"2009","350","Franklin County Schools","       153","        36","       214","         6","        11","        80","       500"
"2009","360","Gaston County Schools","       638","       232","       813","        11","        65","       276","     2,035"
"2009","36B","Piedmont Community Charter","         6","*","         9","*","*","*","        17"
"2009","370","Gates County Schools","        51","*","        26","*","        10","        32","       123"
"2009","380","Graham County Schools","        18","*","        28","*","*","         9","        57"
"2009","390","Granville County Schools","       182","        40","       189","*","        12","        65","       490"
"2009","400","Greene County Schools","        36","        23","        97","*","*","        23","       182"
"2009","410","Guilford County Schools","     2,038","       411","     1,645","         7","        76","       440","     4,617"
"2009","420","Halifax County Schools","       113","*","       105","*","*","        63","       286"
"2009","421","Roanoke Rapids City Schools","        46","        12","        93","*","*","        21","       174"
"2009","422","Weldon City Schools","        33","         5","        24","*","*","         8","        75"
"2009","430","Harnett County Schools","       249","       123","       487","        14","         9","       229","     1,111"
"2009","440","Haywood County Schools","       130","        31","       229","*","*","        84","       476"
"2009","450","Henderson County Schools","       300","        86","       321","*","         9","       106","       825"
"2009","460","Hertford County Schools","        86","        18","        85","*","        10","        36","       236"
"2009","470","Hoke County Schools","       137","        34","        64","*","        12","        87","       334"
"2009","480","Hyde County Schools","        14","*","        27","*","*","        10","        55"
"2009","490","Iredell-Statesville Schools","       496","       131","       517","         7","        21","       235","     1,407"
"2009","491","Mooresville City Schools","       123","        34","       117","*","        22","        45","       342"
"2009","500","Jackson County Schools","        60","        21","        94","*","*","        25","       201"
"2009","510","Johnston County Schools","       498","       105","       756","         6","        11","       249","     1,625"
"2009","520","Jones County Schools","        22","        12","        22","*","*","        19","        75"
"2009","530","Lee County Schools","       169","        47","       248","*","         9","       110","       586"
"2009","53A","Provisions Academy","*","*","         9","*","*","         5","        18"
"2009","540","Lenoir County Public Schools","       149","        53","       309","*","         7","        88","       608"
"2009","550","Lincoln County Schools","       229","        88","       378","         7","        28","       121","       851"
"2009","55A","Lincoln Charter","        18","*","        18","*","*","*","        40"
"2009","560","Macon County Schools","        69","        15","       118","*","         5","        65","       273"
"2009","570","Madison County Schools","        40","        15","        64","*","*","        20","       140"
"2009","580","Martin County Schools","        68","        14","       116","*","*","        41","       242"
"2009","590","McDowell County Schools","        68","        30","       204","*","         7","        75","       384"
"2009","600","Charlotte-Mecklenburg Schools","     3,271","       742","     2,017","        57","       157","       808","     7,052"
"2009","60C","Kennedy Charter","        19","         7","        25","*","         7","        61","       119"
"2009","60H","Crossroads Charter High","        17","*","        44","*","*","         9","        74"
"2009","610","Mitchell County Schools","        43","        15","        44","*","*","        24","       128"
"2009","620","Montgomery County Schools","        88","        11","       122","*","*","        46","       271"
"2009","630","Moore County Schools","       212","        75","       290","*","         6","       129","       714"
"2009","640","Nash-Rocky Mount Schools","       343","       110","       402","         6","        26","       162","     1,049"
"2009","64A","Rocky Mount Preparatory","        13","*","         7","*","         7","*","        35"
"2009","650","New Hanover County Schools","       588","       151","       550","*","        18","       149","     1,460"
"2009","660","Northampton County Schools","        61","        11","        40","*","*","        31","       144"
"2009","66A","Gaston College Preparatory","        30","        16","*","*","*","*","        46"
"2009","670","Onslow County Schools","       462","        54","       663","*","         6","       283","     1,472"
"2009","680","Orange County Schools","       194","        79","       140","*","         5","        66","       485"
"2009","681","Chapel Hill-Carrboro Schools","       465","       192","        90","         9","         7","        48","       811"
"2009","68N","PACE Academy","*","*","        21","*","*","         8","        29"
"2009","690","Pamlico County Schools","        44","         7","        60","*","*","        30","       141"
"2009","700","Pasquotank County Schools","       143","        25","       109","*","         5","        72","       354"
"2009","710","Pender County Schools","       140","        35","       272","*","*","        88","       541"
"2009","720","Perquimans County Schools","        27","*","        61","*","*","        13","       102"
"2009","730","Person County Schools","        73","        43","       172","*","        10","        30","       331"
"2009","73B","Roxboro Community School","*","*","         6","*","*","*","        12"
"2009","740","Pitt County Schools","       524","        46","       602","        10","         7","       109","     1,298"
"2009","750","Polk County Schools","        47","        17","        76","*","*","        25","       168"
"2009","760","Randolph County Schools","       250","        92","       507","*","        18","       166","     1,035"
"2009","761","Asheboro City Schools","        72","        22","       112","*","*","        37","       244"
"2009","770","Richmond County Schools","       116","        49","       195","         7","        22","        81","       470"
"2009","780","Robeson County Schools","       425","        29","       475","         6","        17","       437","     1,389"
"2009","790","Rockingham County Schools","       296","        67","       371","*","         9","       153","       898"
"2009","800","Rowan-Salisbury Schools","       380","       147","       545","        11","        65","       204","     1,352"
"2009","810","Rutherford County Schools","       136","        58","       336","        10","         7","        82","       629"
"2009","81A","Thomas Jefferson Class Academy","        17","        12","         6","*","*","*","        35"
"2009","820","Sampson County Schools","        75","        39","       164","*","*","       118","       400"
"2009","821","Clinton City Schools","        76","        20","        52","*","*","        26","       175"
"2009","830","Scotland County Schools","       176","        20","       112","*","*","        77","       389"
"2009","840","Stanly County Schools","       167","        69","       258","         7","        15","        98","       614"
"2009","84B","Gray Stone Day","        41","        10","        11","*","*","*","        64"
"2009","850","Stokes County Schools","       107","        39","       248","*","        21","        75","       492"
"2009","860","Surry County Schools","        78","        35","       347","*","         9","        73","       543"
"2009","861","Elkin City Schools","        29","        20","        28","*","*","         9","        86"
"2009","862","Mount Airy City Schools","        55","        14","        46","*","*","        19","       134"
"2009","870","Swain County Schools","        26","        11","        78","*","*","        15","       130"
"2009","880","Transylvania County Schools","        67","        22","       110","*","*","        49","       251"
"2009","890","Tyrrell County Schools","         8","*","        19","*","*","         8","        40"
"2009","900","Union County Public Schools","       917","       237","       705","         5","        51","       221","     2,136"
"2009","90A","Union Academy","        14","         9","        10","*","*","*","        35"
"2009","910","Vance County Schools","       127","        50","       158","*","        14","       126","       477"
"2009","920","Wake County Schools","     4,114","       894","     2,129","       109","        53","       887","     8,186"
"2009","92F","Franklin Academy","        39","        10","        20","*","*","*","        71"
"2009","92G","East Wake Academy","        29","        11","*","*","*","*","        43"
"2009","92K","Raleigh Charter High","        84","        30","         9","*","*","*","       123"
"2009","92P","Southern Wake Academy","*","*","        12","*","*","*","        21"
"2009","930","Warren County Schools","        79","        12","        45","*","*","        43","       179"
"2009","93A","Haliwa-Saponi Tribal School","         8","*","*","*","*","*","         8"
"2009","940","Washington County Schools","        87","*","        30","*","*","         8","       129"
"2009","950","Watauga County Schools","       136","        28","       113","*","         7","        63","       347"
"2009","960","Wayne County Public Schools","       303","       138","       520","*","*","       205","     1,170"
"2009","970","Wilkes County Schools","       104","        58","       315","*","         6","        80","       566"
"2009","980","Wilson County Schools","       275","        43","       228","         5","         8","        70","       629"
"2009","990","Yadkin County Schools","        70","        42","       196","*","        11","        78","       397"
"2009","995","Yancey County Schools","        36","        22","        87","*","*","        40","       185"
"2009","997","Health and Human Services","*","*","         7","*","*","         8","        17"
"2009","-","State Total","    31,404","     8,442","    32,420","       529","     1,484","    12,437","    86,716"
"2008","010","Alamance-Burlington Schools","       495","       130","       497","         6","        35","       235","     1,398"
"2008","01B","River Mill Academy","        13","*","        13","*","*","*","        28"
"2008","01C","Clover Garden","*","*","         8","*","*","*","        13"
"2008","01D","The Hawbridge School","*","*","        12","*","*","*","        18"
"2008","020","Alexander County Schools","        66","        37","       148","*","        19","        59","       329"
"2008","030","Alleghany County Schools","        27","         9","        60","*","*","        13","       113"
"2008","040","Anson County Schools","        44","        23","         5","       108","         5","        43","       228"
"2008","050","Ashe County Schools","        44","        11","       102","*","*","        41","       200"
"2008","060","Avery County Schools","        38","        17","        50","*","*","        21","       126"
"2008","06B","Crossnore Academy","*","*","*","*","*","*","*"
"2008","070","Beaufort County Schools","       106","        33","       195","*","         5","        73","       416"
"2008","080","Bertie County Schools","        84","        28","        50","*","*","        34","       199"
"2008","090","Bladen County Schools","        90","        44","       155","*","*","        47","       337"
"2008","100","Brunswick County Schools","       179","        33","       364","*","         7","       118","       705"
"2008","110","Buncombe County Schools","       481","       174","       618","        12","        23","       228","     1,536"
"2008","111","Asheville City Schools","       130","        37","        56","*","*","        15","       243"
"2008","120","Burke County Schools","       210","        69","       497","*","         7","       131","       918"
"2008","130","Cabarrus County Schools","       575","       143","       458","         8","        42","       263","     1,489"
"2008","132","Kannapolis City Schools","        69","        21","        83","         6","*","        66","       249"
"2008","140","Caldwell County Schools","       179","        57","       383","*","        19","       127","       767"
"2008","150","Camden County Schools","        38","        18","        43","*","*","        27","       129"
"2008","160","Carteret County Public Schools","       185","        63","       216","*","         7","        41","       515"
"2008","16A","Cape Lookout Marine Sci High","*","*","        10","*","*","        12","        25"
"2008","170","Caswell County Schools","        46","        18","        92","*","*","        36","       193"
"2008","180","Catawba County Schools","       358","       116","       450","         5","        24","       148","     1,101"
"2008","181","Hickory City Schools","       122","        39","        86","*","         7","        35","       289"
"2008","182","Newton Conover City Schools","        73","        28","        74","*","*","        17","       197"
"2008","190","Chatham County Schools","       173","        48","       147","*","         8","       127","       505"
"2008","200","Cherokee County Schools","        56","         9","       108","         6","         5","        49","       233"
"2008","210","Edenton/Chowan Schools","        45","        14","        47","*","*","        17","       123"
"2008","220","Clay County Schools","        22","        14","        32","*","*","        16","        84"
"2008","230","Cleveland County Schools","       287","       122","       386","        15","        22","       141","       973"
"2008","240","Columbus County Schools","       104","        18","       238","*","*","        55","       418"
"2008","241","Whiteville City Schools","        37","         7","        70","*","*","        23","       139"
"2008","250","Craven County Schools","       274","        55","       414","*","        19","       159","       924"
"2008","260","Cumberland County Schools","     1,336","       318","     1,088","        24","        40","       475","     3,281"
"2008","270","Currituck County Schools","        77","        25","        85","*","        10","        77","       275"
"2008","280","Dare County Schools","       143","        55","       109","*","        13","        54","       376"
"2008","290","Davidson County Schools","       303","       132","       614","*","         6","       130","     1,187"
"2008","291","Lexington City Schools","        31","        20","        46","*","*","        30","       127"
"2008","292","Thomasville City Schools","        30","        14","        56","*","*","        22","       123"
"2008","300","Davie County Schools","       120","        55","       139","*","        10","        47","       371"
"2008","310","Duplin County Schools","       107","        52","       202","*","         8","        61","       431"
"2008","320","Durham Public Schools","       914","       302","       388","         8","        24","       211","     1,847"
"2008","32D","Kestrel Heights Sch","*","*","*","*","*","        22","        22"
"2008","330","Edgecombe County Public School","       117","        33","       148","*","         5","       118","       422"
"2008","340","Forsyth County Schools","     1,357","       368","       776","         8","        79","       357","     2,945"
"2008","34D","C G Woodson Sch of Challenge","*","         5","*","*","*","*","        10"
"2008","350","Franklin County Schools","       147","        50","       211","        20","        23","        90","       541"
"2008","360","Gaston County Schools","       591","       239","       807","        27","        72","       247","     1,983"
"2008","36B","Piedmont Community Charter","*","*","*","*","*","        13","        14"
"2008","370","Gates County Schools","        39","         6","        41","*","        10","        40","       136"
"2008","380","Graham County Schools","        23","*","        41","*","*","         5","        75"
"2008","390","Granville County Schools","       194","        42","       211","*","        14","        32","       496"
"2008","400","Greene County Schools","        63","         8","        68","         5","*","         9","       153"
"2008","410","Guilford County Schools","     2,142","       426","     1,497","        22","        62","       474","     4,623"
"2008","420","Halifax County Schools","       113","*","        60","*","         6","        90","       274"
"2008","421","Roanoke Rapids City Schools","        42","        22","        73","*","*","        33","       175"
"2008","422","Weldon City Schools","        32","         8","         8","*","*","        12","        62"
"2008","430","Harnett County Schools","       230","       122","       380","*","        13","       231","       977"
"2008","440","Haywood County Schools","       137","        34","       211","*","*","       110","       496"
"2008","450","Henderson County Schools","       242","        84","       353","*","*","       140","       824"
"2008","460","Hertford County Schools","        68","        26","        56","*","        11","        29","       192"
"2008","470","Hoke County Schools","       145","        25","        81","*","         5","        92","       348"
"2008","480","Hyde County Schools","        11","         7","        12","*","*","        10","        42"
"2008","490","Iredell-Statesville Schools","       408","       128","       454","         7","        34","       265","     1,296"
"2008","491","Mooresville City Schools","       106","        47","       129","*","        15","        50","       349"
"2008","500","Jackson County Schools","        61","        14","       117","*","*","        21","       215"
"2008","510","Johnston County Schools","       423","       133","       659","         5","        29","       308","     1,557"
"2008","520","Jones County Schools","        26","*","        23","*","*","         8","        60"
"2008","530","Lee County Schools","       173","        44","       212","*","        11","        94","       535"
"2008","53A","Provisions Academy","         6","*","         6","*","*","         5","        17"
"2008","540","Lenoir County Public Schools","       145","        48","       278","*","        10","        72","       556"
"2008","550","Lincoln County Schools","       238","        79","       322","*","        38","       119","       797"
"2008","55A","Lincoln Charter","        12","         5","        14","*","*","*","        36"
"2008","560","Macon County Schools","        56","        29","       111","*","*","        56","       257"
"2008","570","Madison County Schools","        29","        16","        59","*","*","        35","       142"
"2008","580","Martin County Schools","        86","        20","       104","*","*","        50","       264"
"2008","590","McDowell County Schools","        88","        32","       157","*","         9","       104","       391"
"2008","600","Charlotte-Mecklenburg Schools","     3,105","       782","     1,734","        46","       164","       633","     6,464"
"2008","60C","Kennedy Charter","        24","*","        27","*","         5","        12","        70"
"2008","60H","Crossroads Charter High","*","*","*","*","*","        38","        38"
"2008","610","Mitchell County Schools","        46","         7","        57","*","*","        16","       128"
"2008","620","Montgomery County Schools","        72","        23","       111","*","*","        55","       263"
"2008","630","Moore County Schools","       293","        59","       420","         5","        16","       105","       898"
"2008","640","Nash-Rocky Mount Schools","       369","       107","       400","         8","         9","       165","     1,058"
"2008","64A","Rocky Mount Preparatory","        13","         5","        14","*","*","*","        36"
"2008","650","New Hanover County Schools","       623","       131","       520","*","         9","       145","     1,429"
"2008","660","Northampton County Schools","       135","        10","        19","*","         5","        38","       207"
"2008","670","Onslow County Schools","       402","        90","       634","         9","         9","       330","     1,474"
"2008","680","Orange County Schools","       226","        77","       116","*","*","        67","       490"
"2008","681","Chapel Hill-Carrboro Schools","       442","       203","        77","         5","         7","        55","       789"
"2008","68N","PACE Academy","*","*","        11","*","*","        24","        35"
"2008","690","Pamlico County Schools","        38","         5","        69","*","         5","        28","       146"
"2008","700","Pasquotank County Schools","       180","        29","        88","*","         7","        86","       391"
"2008","710","Pender County Schools","       127","        43","       194","*","*","        97","       463"
"2008","720","Perquimans County Schools","        32","         7","        35","*","*","        26","       101"
"2008","730","Person County Schools","       106","        44","       172","*","*","        37","       366"
"2008","740","Pitt County Schools","       711","        75","       418","         6","*","       118","     1,329"
"2008","750","Polk County Schools","        38","        18","        65","*","         6","        35","       165"
"2008","760","Randolph County Schools","       278","       104","       475","*","        32","       203","     1,094"
"2008","761","Asheboro City Schools","       102","        26","       108","*","         5","        32","       275"
"2008","770","Richmond County Schools","       134","        34","       185","*","        15","        58","       428"
"2008","780","Robeson County Schools","       388","        24","       424","         6","         8","       213","     1,063"
"2008","790","Rockingham County Schools","       267","        53","       375","         5","         9","       104","       813"
"2008","800","Rowan-Salisbury Schools","       379","       126","       482","         6","        42","       253","     1,288"
"2008","810","Rutherford County Schools","       118","        56","       344","*","        13","        66","       599"
"2008","81A","Thomas Jefferson Class Academy","        11","         7","*","*","*","*","        26"
"2008","820","Sampson County Schools","        79","        46","       180","         5","*","       117","       431"
"2008","821","Clinton City Schools","        59","        19","        70","*","*","        16","       164"
"2008","830","Scotland County Schools","       149","        24","       117","*","*","        82","       375"
"2008","83B","The Laurinburg Homework Ctr","*","*","         6","*","*","        12","        18"
"2008","840","Stanly County Schools","       156","        77","       269","*","        20","       104","       626"
"2008","84B","Gray Stone Day","        25","         5","         9","*","*","*","        42"
"2008","850","Stokes County Schools","       115","        48","       230","*","        21","        72","       486"
"2008","860","Surry County Schools","        92","        35","       330","         5","         6","        87","       555"
"2008","861","Elkin City Schools","        24","        12","        41","*","*","        17","        95"
"2008","862","Mount Airy City Schools","        33","        20","        60","*","*","        13","       129"
"2008","870","Swain County Schools","        32","        13","        51","*","*","        21","       117"
"2008","880","Transylvania County Schools","        55","        31","        72","*","         6","        66","       232"
"2008","890","Tyrrell County Schools","         8","*","        12","*","*","         6","        27"
"2008","900","Union County Public Schools","       678","       191","       622","        13","        43","       168","     1,715"
"2008","910","Vance County Schools","       106","        54","       120","         5","        13","       128","       426"
"2008","920","Wake County Schools","     4,023","       872","     1,755","        97","        50","       860","     7,657"
"2008","92F","Franklin Academy","*","*","*","*","*","        40","        40"
"2008","92G","East Wake Academy","*","*","*","*","*","        30","        30"
"2008","92K","Raleigh Charter High","        86","        30","*","*","*","*","       120"
"2008","92P","Southern Wake Academy","        20","*","*","*","*","*","        24"
"2008","930","Warren County Schools","        67","        20","        63","*","*","        51","       204"
"2008","93A","Haliwa-Saponi Tribal School","*","*","*","*","*","*","*"
"2008","940","Washington County Schools","        67","*","        47","*","*","        18","       137"
"2008","950","Watauga County Schools","       125","        18","        94","*","         7","        45","       291"
"2008","960","Wayne County Public Schools","       353","       106","       538","*","        18","       164","     1,183"
"2008","970","Wilkes County Schools","       131","        49","       319","*","        11","        76","       586"
"2008","980","Wilson County Schools","       222","        62","       205","*","         7","       124","       624"
"2008","990","Yadkin County Schools","        94","        25","       145","*","        11","       125","       401"
"2008","995","Yancey County Schools","        41","        15","        66","*","*","        35","       160"
"2008","997","Health and Human Services","*","*","*","*","*","         7","         7"
"2008","-","State Total","    30,769","     8,443","    29,580","       617","     1,470","    12,415","    83,294"
"2007","010","Alamance-Burlington Schools","       588","       142","       386","*","        45","       211","     1,374"
"2007","01B","River Mill Academy","         7","*","         5","*","*","*","        14"
"2007","01C","Clover Garden","         9","*","*","*","*","*","         9"
"2007","01D","The Hawbridge School","*","*","         8","*","*","*","        12"
"2007","020","Alexander County Schools","        76","        32","       168","*","         8","        70","       358"
"2007","030","Alleghany County Schools","        16","         7","        57","*","*","        14","        98"
"2007","040","Anson County Schools","       122","*","        94","*","*","        44","       261"
"2007","050","Ashe County Schools","        69","        23","       105","*","*","        60","       260"
"2007","060","Avery County Schools","        54","        15","        56","*","*","        41","       167"
"2007","06B","Crossnore Academy","*","*","         6","*","*","*","         9"
"2007","070","Beaufort County Schools","       121","        41","       169","*","*","        70","       405"
"2007","080","Bertie County Schools","        79","        19","        77","*","*","        40","       219"
"2007","090","Bladen County Schools","        73","        29","       161","*","         6","        41","       310"
"2007","100","Brunswick County Schools","       180","        25","       354","*","         8","       100","       671"
"2007","110","Buncombe County Schools","       553","       135","       554","         5","        19","       260","     1,526"
"2007","111","Asheville City Schools","       137","        30","        69","*","*","        30","       267"
"2007","120","Burke County Schools","       196","        56","       388","         7","        21","       123","       791"
"2007","130","Cabarrus County Schools","       497","       153","       435","         5","        43","       291","     1,424"
"2007","132","Kannapolis City Schools","        53","        24","        50","         8","         9","        68","       212"
"2007","140","Caldwell County Schools","       141","        64","       376","*","        16","       136","       736"
"2007","150","Camden County Schools","        41","         6","        20","*","*","        18","        89"
"2007","160","Carteret County Public Schools","       181","        59","       240","*","*","        39","       522"
"2007","16A","Cape Lookout Marine Sci High","        32","*","*","*","*","*","        32"
"2007","170","Caswell County Schools","        53","        10","        91","*","*","        37","       192"
"2007","180","Catawba County Schools","       315","       109","       484","*","        31","       158","     1,100"
"2007","181","Hickory City Schools","        98","        53","        77","*","*","        35","       270"
"2007","182","Newton Conover City Schools","        41","        25","        82","         5","         5","        33","       191"
"2007","190","Chatham County Schools","       155","        72","       162","*","         5","        85","       480"
"2007","19B","Woods Charter","        10","*","*","*","*","*","        16"
"2007","200","Cherokee County Schools","        55","         7","        85","*","*","        46","       197"
"2007","210","Edenton/Chowan Schools","        52","        25","        52","*","         6","        27","       162"
"2007","220","Clay County Schools","        26","         7","        28","        15","*","        14","        92"
"2007","230","Cleveland County Schools","       292","       134","       382","         5","        19","       187","     1,019"
"2007","240","Columbus County Schools","       121","        14","       222","*","         7","        40","       404"
"2007","241","Whiteville City Schools","        31","        14","        97","*","*","        18","       163"
"2007","250","Craven County Schools","       243","        39","       331","         6","         8","       182","       809"
"2007","260","Cumberland County Schools","     1,404","       244","     1,074","         7","        45","       415","     3,189"
"2007","270","Currituck County Schools","        63","        24","        87","*","*","        48","       225"
"2007","280","Dare County Schools","       128","        46","       135","         8","         6","        44","       367"
"2007","290","Davidson County Schools","       326","       126","       563","         7","        18","       142","     1,182"
"2007","291","Lexington City Schools","        37","*","        43","*","*","        45","       125"
"2007","292","Thomasville City Schools","        36","*","        44","         5","         7","        27","       123"
"2007","300","Davie County Schools","        95","        47","       133","*","         5","        48","       328"
"2007","310","Duplin County Schools","       101","        63","       209","*","        13","        76","       463"
"2007","320","Durham Public Schools","       853","       289","       316","        25","        39","       235","     1,757"
"2007","330","Edgecombe County Public School","       172","        21","       136","*","*","        81","       414"
"2007","340","Forsyth County Schools","     1,335","       358","       737","         5","        79","       341","     2,855"
"2007","34D","C G Woodson Sch of Challenge","        10","*","*","*","*","*","        10"
"2007","350","Franklin County Schools","        99","        43","       161","        14","        17","        91","       425"
"2007","360","Gaston County Schools","       655","       160","       789","        11","        76","       231","     1,922"
"2007","370","Gates County Schools","        63","*","        52","*","*","        42","       159"
"2007","380","Graham County Schools","        23","*","        34","*","*","        21","        80"
"2007","390","Granville County Schools","       171","        28","       157","*","        12","        66","       437"
"2007","400","Greene County Schools","        62","         8","        78","*","*","        19","       167"
"2007","410","Guilford County Schools","     2,137","       445","     1,185","        10","        49","       590","     4,416"
"2007","420","Halifax County Schools","        89","        15","        62","*","*","       114","       286"
"2007","421","Roanoke Rapids City Schools","        52","        13","        63","*","*","        35","       167"
"2007","422","Weldon City Schools","        27","*","        15","*","*","        12","        56"
"2007","430","Harnett County Schools","       256","       118","       363","*","        24","       204","       967"
"2007","440","Haywood County Schools","       123","        50","       166","*","         5","       154","       499"
"2007","450","Henderson County Schools","       271","        77","       330","*","         8","       127","       816"
"2007","460","Hertford County Schools","        69","        23","        61","*","         8","        48","       211"
"2007","470","Hoke County Schools","       112","        37","        58","*","*","        77","       287"
"2007","480","Hyde County Schools","        22","*","        11","*","*","         6","        43"
"2007","490","Iredell-Statesville Schools","       399","       114","       470","*","        39","       215","     1,238"
"2007","491","Mooresville City Schools","        77","        51","        92","        11","        11","        51","       293"
"2007","500","Jackson County Schools","        50","        24","       117","*","*","        13","       206"
"2007","510","Johnston County Schools","       421","       164","       543","         7","        25","       198","     1,358"
"2007","520","Jones County Schools","        37","         5","        30","*","*","         7","        79"
"2007","530","Lee County Schools","       122","        31","       201","*","         8","       114","       477"
"2007","53A","Provisions Academy","         8","*","*","*","*","*","         8"
"2007","540","Lenoir County Public Schools","       164","        28","       264","*","*","        63","       525"
"2007","550","Lincoln County Schools","       247","        61","       300","*","        36","       104","       750"
"2007","55A","Lincoln Charter","*","         5","        11","*","*","*","        19"
"2007","560","Macon County Schools","        68","        33","        71","*","         5","        71","       248"
"2007","570","Madison County Schools","        43","        20","        71","*","*","        34","       169"
"2007","580","Martin County Schools","        75","        17","       106","*","         9","        38","       246"
"2007","590","McDowell County Schools","        96","        24","       152","*","*","        90","       366"
"2007","600","Charlotte-Mecklenburg Schools","     3,116","       552","     1,596","        28","       126","       959","     6,377"
"2007","60C","Kennedy Charter","        11","*","         9","*","*","         5","        29"
"2007","60H","Crossroads Charter High","        54","*","*","*","*","*","        54"
"2007","610","Mitchell County Schools","        38","         9","        52","*","*","        21","       123"
"2007","620","Montgomery County Schools","        66","        12","       129","*","*","        50","       261"
"2007","630","Moore County Schools","       257","        69","       350","         7","         6","        81","       770"
"2007","640","Nash-Rocky Mount Schools","       321","        94","       419","         9","        18","       185","     1,046"
"2007","64A","Rocky Mount Preparatory","        34","*","*","*","*","*","        34"
"2007","650","New Hanover County Schools","       644","       101","       529","*","         7","       141","     1,423"
"2007","660","Northampton County Schools","        99","        15","        60","*","        15","        28","       217"
"2007","670","Onslow County Schools","       362","        77","       662","         9","        29","       231","     1,370"
"2007","680","Orange County Schools","       156","        54","       126","*","        20","        61","       419"
"2007","681","Chapel Hill-Carrboro Schools","       410","       188","        62","         7","         5","        55","       727"
"2007","68N","PACE Academy","*","*","        24","*","         5","         6","        35"
"2007","690","Pamlico County Schools","        44","        10","        65","*","*","        33","       152"
"2007","700","Pasquotank County Schools","       144","        21","        70","*","        10","        90","       338"
"2007","710","Pender County Schools","       143","        29","       172","*","*","        84","       431"
"2007","720","Perquimans County Schools","        40","         7","        47","*","*","        19","       114"
"2007","730","Person County Schools","        91","        44","       151","*","         7","        39","       332"
"2007","740","Pitt County Schools","       498","        88","       440","         6","         9","        92","     1,133"
"2007","750","Polk County Schools","        46","        15","        77","*","*","        26","       166"
"2007","760","Randolph County Schools","       335","        64","       482","*","        23","       137","     1,045"
"2007","761","Asheboro City Schools","        91","        24","       115","*","*","        29","       263"
"2007","770","Richmond County Schools","       131","        40","       185","         6","*","        61","       426"
"2007","780","Robeson County Schools","       491","        35","       365","*","*","       242","     1,137"
"2007","790","Rockingham County Schools","       227","        63","       357","*","        12","       190","       851"
"2007","800","Rowan-Salisbury Schools","       362","       140","       480","        22","        54","       254","     1,312"
