Year,LEA,LEA Name,INDIANMale,INDIANFemale,ASIANMale,ASIANFemale,HISPANICMale,HISPANICFemale,BLACKMale,BLACKFemale,WHITEMale,WHITEFemale,Total,TWO OR MORE RACESMale,TWO OR MORE RACESFemale,PACIFICISLANDMale,PACIFICISLANDFemale
2011,640,Nash-Rocky Mount Schools,44,36,54,59,838,786,4268,4149,3128,2849,17037,380,435,4,7
2011,650,New Hanover County Schools,59,58,176,205,965,918,2850,2770,8048,7426,24342,428,412,14,13
2011,660,Northampton County Schools,0,4,4,2,33,17,973,898,210,186,2353,13,12,1,0
2011,670,Onslow County Schools,99,96,135,112,1169,1165,2396,2336,7439,7171,23593,709,701,34,31
2011,680,Orange County Schools,16,12,14,31,432,464,635,589,2496,2294,7182,89,103,4,3
2011,681,Chapel-Hill/Carrboro City Schools,51,38,853,823,831,724,709,689,3137,2940,11675,429,447,2,2
2011,690,Pamlico County Schools,3,6,8,1,24,21,171,186,505,453,1423,26,18,1,0
2011,700,Pasquotank County Schools,9,9,20,12,148,126,1302,1329,1489,1415,6048,88,96,3,2
2011,710,Pender County Schools,18,18,6,17,438,379,780,779,2887,2710,8221,85,97,4,3
2011,720,Perquimans County Schools,2,3,2,2,13,19,272,288,574,548,1760,18,19,0,0
2011,730,Person County Schools,10,10,5,2,190,175,858,843,1385,1300,4992,115,97,2,0
2011,740,Pitt County Schools,23,30,150,134,1035,962,5723,5532,4762,4330,23267,286,293,6,1
2011,750,Polk County Schools,5,2,2,2,128,110,73,69,963,926,2355,36,39,0,0
2011,760,Randolph County Schools,61,61,103,101,1295,1174,377,344,7641,7101,18689,209,215,3,4
2011,761,Asheboro City Schools,5,9,27,36,861,804,347,328,1029,977,4613,78,110,1,1
2011,770,Richmond County Schools,178,168,44,43,333,305,1498,1437,1763,1724,7667,72,95,2,5
2011,780,Robeson County Schools,5114,4931,102,121,1201,1222,3104,3019,1959,1825,23447,424,418,3,4
2011,790,Rockingham County Schools,22,22,32,35,712,637,1500,1363,4526,4222,13754,321,354,1,7
2011,800,Rowan-Salisbury County Schools,29,28,91,121,1230,1161,2011,1869,6706,6471,20188,227,220,9,15
2011,810,Rutherford County Schools,29,21,16,25,268,248,580,549,3337,3195,8893,315,306,1,3
2011,820,Sampson County Schools,35,39,2,5,1311,1222,954,861,1797,1828,8426,190,178,2,2
2011,821,Clinton City Schools,60,51,16,21,272,299,610,620,497,470,3063,75,69,2,1
2011,830,Scotland County Schools,478,443,31,31,66,59,1481,1404,1060,978,6271,105,131,1,3
2011,840,Stanly County Schools,11,13,158,149,287,280,597,605,3498,3206,9057,121,130,0,2
2011,850,Stokes County Schools,9,12,10,10,158,146,130,107,3020,3017,6941,161,156,2,3
2011,860,Surry County Schools,8,3,18,27,806,790,114,99,3363,3220,8591,79,63,1,0
2011,861,Elkin City Schools,1,0,2,4,104,90,28,19,472,445,1194,18,11,0,0
2011,862,Mount Airy City Schools,0,0,15,14,141,102,82,86,561,557,1632,36,36,2,0
2011,870,Swain County Schools,236,221,2,5,28,45,4,6,688,621,1916,29,30,0,1
2011,880,Transylvania County Schools,4,6,7,18,89,72,88,96,1530,1496,3575,78,89,1,1
2011,890,Tyrrell County Schools,0,1,9,9,40,37,95,106,121,119,568,10,21,0,0
2011,900,Union County Schools,54,49,293,270,2692,2564,2748,2587,13795,13269,39243,454,445,15,8
2011,910,Vance County Schools,4,5,14,11,392,430,2221,2156,851,751,7034,99,99,0,1
2011,920,Wake County Schools,335,303,4427,4364,10572,10337,18004,17490,36520,34466,143289,3186,3285,0,0
2011,930,Warren County Schools,73,89,2,1,74,68,840,840,229,230,2499,27,26,0,0
2011,940,Washington County Schools,0,0,1,4,50,50,646,580,214,185,1765,12,23,0,0
2011,950,Watauga County Schools,3,2,19,33,128,134,26,21,2008,1814,4343,85,66,3,1
2011,960,Wayne County Schools,22,15,100,90,1544,1437,3418,3229,4264,3875,19227,592,621,10,10
2011,970,Wilkes County Schools,10,8,17,11,556,560,209,207,4148,3948,9967,157,133,0,3
2011,980,Wilson County Schools,11,9,57,56,814,786,2796,2787,2368,2203,12175,150,135,1,2
2011,990,Yadkin County Schools,7,8,7,10,549,512,95,87,2377,2109,5846,36,38,5,6
2011,995,Yancey County Schools,6,2,3,5,117,97,13,11,1101,969,2361,17,19,0,1
2012,700,Pasquotank County Schools,12,15,20,13,146,131,1284,1271,1439,1327,5861,87,108,4,4
2012,710,Pender County Schools,21,17,14,18,461,414,753,764,2850,2729,8259,103,106,5,4
2012,720,Perquimans County Schools,1,2,1,1,20,20,260,272,555,548,1725,25,20,0,0
2012,730,Person County Schools,12,12,5,3,193,190,853,802,1332,1209,4838,119,104,3,1
2012,740,Pitt County Schools,28,27,158,144,1081,1060,5720,5562,4735,4220,23375,321,311,7,1
2012,750,Polk County Schools,3,3,4,3,132,123,71,61,917,905,2298,38,38,0,0
2012,760,Randolph County Schools,58,64,112,101,1332,1191,379,360,7566,6894,18521,224,235,1,4
2012,761,Asheboro City Schools,9,8,28,35,878,857,348,361,994,1009,4725,84,111,2,1
2012,770,Richmond County Schools,168,156,36,34,344,318,1468,1425,1778,1719,7640,89,98,2,5
2012,780,Robeson County Schools,5179,4985,108,109,1333,1312,3119,2973,1961,1812,23772,431,434,8,8
2012,790,Rockingham County Schools,22,21,27,30,760,691,1428,1325,4448,4170,13610,330,348,1,9
2012,800,Rowan-Salisbury County Schools,26,27,94,119,1291,1216,1990,1823,6609,6367,20072,245,243,7,15
2012,810,Rutherford County Schools,28,24,20,28,285,258,569,543,3324,3112,8790,304,294,1,0
2012,820,Sampson County Schools,33,36,5,8,1386,1308,935,850,1789,1825,8550,188,182,2,3
2012,821,Clinton City Schools,51,44,20,21,285,306,590,594,496,458,2991,62,62,1,1
2012,830,Scotland County Schools,473,449,30,34,71,63,1473,1355,1006,953,6140,107,122,1,3
2012,840,Stanly County Schools,13,10,150,145,292,308,586,582,3436,3155,8963,138,147,0,1
2012,850,Stokes County Schools,9,8,11,10,158,153,145,114,2972,2957,6806,141,123,2,3
2012,860,Surry County Schools,9,4,18,22,822,814,109,90,3284,3116,8445,85,65,3,4
2012,861,Elkin City Schools,0,0,3,5,106,105,25,13,443,436,1176,25,15,0,0
2012,862,Mount Airy City Schools,0,0,14,13,137,109,79,82,584,561,1639,27,33,0,0
2012,870,Swain County Schools,239,224,3,6,34,42,6,7,688,628,1951,37,36,0,1
2012,880,Transylvania County Schools,7,6,8,23,89,88,86,97,1523,1434,3542,79,100,0,2
2012,890,Tyrrell County Schools,0,0,7,8,45,42,89,99,135,112,567,10,20,0,0
2012,900,Union County Schools,60,44,359,322,2825,2732,2680,2557,13840,13244,39775,569,522,14,7
2012,910,Vance County Schools,5,8,21,13,408,446,2151,2065,821,713,6845,106,86,1,1
2012,920,Wake County Schools,309,269,4589,4587,11110,10849,18350,17861,37336,34934,146534,3153,3187,0,0
2012,930,Warren County Schools,70,93,4,2,79,68,810,798,231,214,2425,30,26,0,0
2012,940,Washington County Schools,0,0,1,3,60,52,642,571,191,168,1717,10,19,0,0
2012,950,Watauga County Schools,4,3,15,27,163,152,28,15,1920,1841,4390,121,97,3,1
2012,960,Wayne County Schools,24,16,107,90,1665,1622,3427,3245,4151,3830,19315,561,554,13,10
2012,970,Wilkes County Schools,7,5,17,13,574,594,214,200,4126,3927,9967,150,136,2,2
2012,980,Wilson County Schools,9,9,67,68,908,867,2842,2753,2247,2136,12227,166,152,2,1
2012,990,Yadkin County Schools,8,4,9,8,580,540,96,87,2275,2025,5732,46,43,4,7
2012,995,Yancey County Schools,6,2,0,4,125,103,13,11,1100,963,2361,16,17,0,1
2012,10,Alamance-Burlington Schools,34,52,146,143,2408,2380,2455,2307,6100,5587,22360,353,365,20,10
2012,20,Alexander County Schools,4,7,63,52,203,185,102,106,2346,2229,5450,80,73,0,0
2012,30,Alleghany County Schools,2,0,2,0,119,105,8,2,559,626,1441,6,12,0,0
2012,40,Anson County Schools,12,9,33,39,59,61,1086,1106,633,600,3728,47,41,0,2
2012,50,Ashe County Schools,4,3,7,9,142,123,8,6,1402,1393,3134,17,19,1,0
2012,60,Avery County Schools,2,1,6,4,82,88,4,3,971,957,2139,8,11,1,1
2012,70,Beaufort County Schools,7,7,6,13,464,423,1161,1096,1821,1658,6914,122,133,1,2
2012,80,Bertie County Schools,9,10,5,7,27,21,1083,1103,214,186,2682,9,8,0,0
2012,90,Bladen County Schools,34,41,2,6,351,332,1083,1013,1054,1014,5137,97,109,1,0
2012,100,Brunswick County Schools,53,49,30,39,626,580,1003,970,4242,4051,12113,234,229,4,3
2012,110,Buncombe County Schools,45,33,154,191,1557,1498,761,759,9989,9321,25556,627,579,21,21
2012,111,Asheville City Schools,7,2,22,22,142,111,574,551,1169,1147,4030,156,126,1,0
2012,120,Burke County Schools,14,13,458,373,663,582,401,330,4916,4684,13009,261,294,10,10
2012,130,Cabarrus County Schools,57,48,384,361,1927,1843,2690,2559,9502,8762,29215,545,515,8,14
2012,132,Kannapolis City Schools,4,9,48,32,618,560,759,658,1176,1096,5207,135,111,1,0
2012,140,Caldwell County Schools,8,8,40,45,537,478,367,358,5105,5048,12484,267,221,1,1
2012,150,Camden County Schools,3,3,12,13,24,26,135,107,748,777,1923,33,39,2,1
2012,160,Carteret County Schools,23,22,34,56,263,232,307,286,3442,3237,8410,258,240,3,7
2012,170,Caswell County Schools,3,2,4,4,94,83,520,491,818,697,2853,64,73,0,0
2012,180,Catawba County Schools,17,17,571,618,1067,1026,452,428,6324,5912,17139,337,360,5,5
2012,181,Hickory City Schools,3,2,103,84,452,426,505,459,1076,975,4415,162,168,0,0
2012,182,Newton-Conover City Schools,1,0,73,61,337,314,240,210,804,730,2943,74,97,1,1
2012,190,Chatham County Schools,13,10,32,39,1121,1057,541,549,2252,2152,8035,125,143,1,0
2012,200,Cherokee County Schools,21,30,16,10,65,53,29,26,1604,1455,3365,26,30,0,0
2012,210,Edenton-Chowan County Schools,4,2,1,2,52,50,508,468,592,539,2282,27,33,3,1
2012,220,Clay County Schools,3,3,0,4,30,22,11,3,663,578,1335,7,10,0,1
2012,230,Cleveland County Schools,13,13,60,66,387,359,2016,1971,5257,4777,15662,369,368,3,3
2012,240,Columbus County Schools,177,214,2,3,266,262,1038,1077,1631,1666,6457,55,63,1,2
2012,241,Whiteville City Schools,17,17,3,3,69,75,472,438,547,520,2235,39,35,0,0
2012,250,Craven County Schools,27,26,226,241,577,629,2189,2153,4131,3917,14878,351,384,17,10
2012,260,Cumberland County Schools,508,483,430,442,2843,2811,11851,11388,9141,8339,51744,1640,1701,77,90
2012,270,Currituck County Schools,4,4,6,8,80,96,108,94,1535,1539,3912,214,222,0,2
2012,280,Dare County Schools,2,5,13,28,274,253,72,73,2074,1930,4860,71,63,2,0
2012,290,Davidson County Schools,37,30,86,113,620,572,321,306,9083,8672,20186,177,157,9,3
2012,291,Lexington City Schools,10,8,90,68,476,450,475,501,400,390,3012,67,72,2,3
2012,292,Thomasville City Schools,8,7,11,11,334,347,473,470,323,306,2434,76,66,1,1
2012,300,Davie County Schools,3,5,12,23,374,359,195,189,2633,2453,6464,104,113,0,1
2012,310,Duplin County Schools,25,19,12,10,1706,1516,1172,1163,1777,1685,9216,67,62,1,1
2012,320,Durham County Schools,49,54,407,369,3623,3670,8373,8390,3489,3253,32654,472,462,22,21
2012,330,Edgecombe County Schools,1,5,7,12,304,264,2037,1982,1209,1128,7062,48,61,1,3
2012,340,Forsyth County Schools,57,67,567,621,5460,5391,7928,7451,11781,11140,52612,1072,1036,26,15
2012,350,Franklin County Schools,20,15,10,18,614,563,1315,1343,2329,2078,8591,129,147,4,6
2012,360,Gaston County Schools,33,32,213,215,1415,1397,3149,2991,10591,9859,30998,557,537,6,3
2012,370,Gates County Schools,2,8,2,0,12,18,325,303,529,527,1791,30,33,1,1
2012,380,Graham County Schools,85,79,1,0,16,10,1,0,502,481,1186,8,3,0,0
2012,390,Granville County Schools,14,15,19,14,509,491,1443,1298,2320,2099,8568,163,177,3,3
2012,400,Greene County Schools,0,1,3,1,434,423,657,637,519,505,3219,21,16,0,2
2012,410,Guilford County Schools,196,210,2060,1945,4007,3859,14789,14426,14260,13297,71995,1390,1445,56,55
2012,420,Halifax County Schools,113,104,3,0,43,52,1601,1542,99,77,3665,13,13,3,2
2012,421,Roanoke Rapids City Schools,4,13,26,20,61,59,338,344,1053,1009,2988,27,28,3,3
2012,422,Weldon City Schools,0,4,2,3,2,2,469,463,14,18,989,7,5,0,0
2012,430,Harnett County Schools,116,93,55,57,1614,1567,2556,2390,5298,4902,19577,478,412,19,20
2012,440,Haywood County Schools,36,33,11,22,233,247,43,30,3583,3264,7643,66,71,2,2
2012,450,Henderson County Schools,17,17,81,89,1329,1211,264,242,4926,4716,13435,254,255,17,17
2012,460,Hertford County Schools,7,17,11,5,30,35,1205,1211,277,204,3040,23,14,1,0
2012,470,Hoke County Schools,455,450,34,34,701,674,1553,1440,1201,1045,8075,239,241,3,5
2012,480,Hyde County Schools,0,0,0,0,33,49,82,85,170,130,568,12,7,0,0
2012,490,Iredell-Statesville Schools,20,24,280,300,1129,1134,1521,1492,7836,7220,21403,198,235,5,9
2012,491,Mooresville City Schools,2,5,55,69,225,176,433,410,2052,1939,5539,90,74,4,5
2012,500,Jackson County Schools,157,177,16,24,169,138,29,24,1472,1335,3590,19,24,1,5
2012,510,Johnston County Schools,80,80,105,96,3034,2909,2716,2579,10308,9704,32708,550,524,11,12
2012,520,Jones County Schools,6,2,2,2,34,43,273,259,257,223,1128,9,16,0,2
2012,530,Lee County Schools,31,33,24,44,1482,1475,1088,1037,2215,2043,9779,151,149,5,2
2012,540,Lenoir County Schools,16,8,30,24,550,457,2136,1952,1908,1764,9090,125,116,2,2
2012,550,Lincoln County Schools,8,13,42,38,617,600,375,340,4930,4528,11808,165,149,0,3
2012,560,Macon County Schools,5,11,18,13,285,273,17,21,1851,1731,4344,54,61,3,1
2012,570,Madison County Schools,6,5,1,11,50,32,3,2,1249,1154,2533,7,13,0,0
2012,580,Martin County Schools,2,2,13,10,98,76,900,924,793,821,3708,34,34,0,1
2012,590,McDowell County Schools,13,13,34,37,359,325,98,92,2691,2503,6411,115,129,2,0
2012,600,Charlotte-Mecklenburg County Schools,336,312,3498,3477,12345,11710,29301,28723,22813,21973,137942,1734,1720,0,0
2012,610,Mitchell County Schools,0,2,4,8,79,70,3,0,992,882,2057,5,9,0,3
2012,620,Montgomery County Schools,4,2,42,39,640,604,419,419,968,947,4144,30,25,1,4
2012,630,Moore County Schools,67,66,56,72,660,666,1180,1111,4245,4001,12437,158,143,7,5
2012,640,Nash-Rocky Mount Schools,50,39,51,58,844,756,4151,4059,3038,2807,16603,345,395,6,4
2012,650,New Hanover County Schools,55,49,190,202,1072,1039,2814,2681,8142,7494,24635,448,421,15,13
2012,660,Northampton County Schools,3,6,5,2,39,25,947,822,191,172,2241,15,14,0,0
2012,670,Onslow County Schools,93,92,149,117,1310,1284,2458,2303,7608,7325,24349,769,767,42,32
2012,680,Orange County Schools,14,14,19,31,501,525,613,566,2530,2292,7340,103,126,5,1
2012,681,Chapel-Hill/Carrboro City Schools,41,31,791,768,889,786,667,610,3038,2837,11876,722,691,3,2
2012,690,Pamlico County Schools,3,5,4,1,27,28,171,153,491,458,1392,26,24,1,0
2016,10,Alamance-Burlington Schools,54,48,165,151,2870,2787,2624,2394,5577,5106,22777,479,495,16,11
2016,20,Alexander County Schools,1,3,46,47,232,227,111,92,2078,1950,4984,108,86,0,3
2016,30,Alleghany County Schools,2,4,1,3,147,144,7,3,550,517,1405,10,17,0,0
2016,40,Anson County Schools,9,5,31,26,66,70,999,976,589,572,3434,49,42,0,0
2016,50,Ashe County Schools,0,2,11,6,164,142,10,8,1386,1340,3099,16,14,0,0
2016,60,Avery County Schools,2,4,3,10,112,117,3,5,921,877,2090,19,15,1,1
2016,70,Beaufort County Schools,5,4,12,10,544,526,1170,1125,1686,1560,6904,140,117,2,3
2016,80,Bertie County Schools,7,4,6,3,32,25,968,919,177,153,2327,15,18,0,0
2016,90,Bladen County Schools,43,40,6,9,413,423,898,840,929,850,4649,95,103,0,0
2016,100,Brunswick County Schools,57,53,49,36,812,744,973,897,4278,4052,12485,269,252,7,6
2016,110,Buncombe County Schools,50,47,148,170,1970,1897,853,797,8994,8559,24563,523,473,45,37
2016,111,Asheville City Schools,4,2,21,31,161,193,503,507,1377,1329,4423,157,129,6,3
2016,120,Burke County Schools,11,13,446,338,870,800,346,269,4469,4238,12420,299,294,10,17
2016,130,Cabarrus County Schools,75,92,571,569,2467,2401,3142,3056,9228,8435,31300,620,589,20,35
2016,132,Kannapolis City Schools,12,9,35,40,776,731,739,776,995,920,5322,154,132,0,3
2016,140,Caldwell County Schools,6,5,38,45,612,570,319,320,4940,4704,12074,269,244,2,0
2016,150,Camden County Schools,2,2,10,11,26,27,110,81,743,704,1817,47,49,2,3
2016,160,Carteret County Schools,14,23,39,47,376,332,288,261,3372,3138,8380,242,232,8,8
2016,170,Caswell County Schools,4,5,3,3,102,87,509,491,765,645,2711,41,56,0,0
2016,180,Catawba County Schools,3,14,544,538,1282,1187,453,438,5787,5496,16452,336,364,5,5
2016,181,Hickory City Schools,4,0,93,86,514,493,451,437,1013,895,4302,141,173,0,2
2016,182,Newton-Conover City Schools,3,1,95,88,406,365,214,168,828,736,3103,84,114,1,0
2016,190,Chatham County Schools,14,7,47,46,1309,1260,501,510,2202,2201,8460,185,177,1,0
2016,200,Cherokee County Schools,24,26,14,11,77,102,22,31,1576,1384,3368,47,53,0,1
2016,210,Edenton-Chowan County Schools,2,1,5,6,58,67,443,456,489,478,2078,34,38,1,0
2016,220,Clay County Schools,4,3,0,5,43,36,8,4,614,570,1310,11,11,1,0
2016,230,Cleveland County Schools,3,11,52,60,434,395,2053,1940,4882,4476,15036,372,355,3,0
2016,240,Columbus County Schools,143,172,4,3,301,288,912,962,1596,1486,5969,44,55,1,2
2016,241,Whiteville City Schools,12,11,8,4,110,123,466,485,473,443,2248,65,48,0,0
2016,250,Craven County Schools,18,21,287,304,654,703,2098,2000,3777,3524,14141,338,378,23,16
2015,10,Alamance-Burlington Schools,51,56,165,158,2758,2712,2540,2318,5760,5270,22708,432,458,18,12
2015,20,Alexander County Schools,3,5,48,50,228,211,111,99,2160,2067,5178,107,87,1,1
2015,30,Alleghany County Schools,2,4,1,2,148,141,6,2,548,533,1409,8,14,0,0
2015,40,Anson County Schools,7,5,28,30,65,71,1004,1001,616,611,3526,47,41,0,0
2015,50,Ashe County Schools,0,2,9,7,160,128,9,6,1406,1382,3144,16,19,0,0
2015,60,Avery County Schools,2,2,3,9,109,110,4,8,924,903,2108,17,15,1,1
2015,70,Beaufort County Schools,11,5,14,11,521,518,1206,1109,1745,1634,7018,124,114,3,3
2015,80,Bertie County Schools,7,5,2,2,27,27,1017,959,188,172,2434,14,12,1,1
2015,90,Bladen County Schools,31,34,5,4,400,403,913,877,951,887,4701,100,96,0,0
2015,100,Brunswick County Schools,59,52,47,37,744,702,998,945,4375,4045,12505,255,231,8,7
2015,110,Buncombe County Schools,51,33,162,195,1873,1762,857,807,9353,8859,25004,523,459,39,31
2015,111,Asheville City Schools,5,2,22,30,151,183,522,506,1357,1295,4361,153,129,4,2
2015,120,Burke County Schools,9,10,454,349,814,750,334,280,4693,4334,12612,295,281,5,4
2015,130,Cabarrus County Schools,72,66,488,483,2304,2238,3025,3005,9299,8562,30723,586,550,15,30
2015,132,Kannapolis City Schools,11,11,36,41,743,701,804,749,1050,993,5409,134,132,3,1
2015,140,Caldwell County Schools,5,5,37,44,573,546,319,333,4882,4801,12033,263,224,1,0
2015,150,Camden County Schools,3,3,11,12,26,33,121,98,773,726,1901,50,42,1,2
2015,160,Carteret County Schools,18,25,45,50,344,327,301,260,3409,3189,8438,234,215,10,11
2015,170,Caswell County Schools,5,5,2,4,94,76,525,507,798,655,2755,36,48,0,0
2015,180,Catawba County Schools,11,16,547,546,1238,1147,463,442,5984,5604,16701,327,369,3,4
2015,181,Hickory City Schools,4,1,94,84,502,484,486,446,1075,938,4411,142,153,0,2
2015,182,Newton-Conover City Schools,3,2,98,85,405,363,248,183,817,763,3166,89,108,1,1
2015,190,Chatham County Schools,15,8,43,44,1318,1209,517,513,2227,2161,8388,172,160,1,0
2015,200,Cherokee County Schools,17,21,12,12,70,76,23,29,1568,1376,3284,36,44,0,0
2015,210,Edenton-Chowan County Schools,4,0,5,6,53,69,480,477,542,500,2206,34,35,1,0
2015,220,Clay County Schools,3,2,0,5,34,29,7,4,637,561,1299,9,7,1,0
2015,230,Cleveland County Schools,4,9,53,62,396,396,2022,1979,5027,4545,15169,341,333,2,0
2015,240,Columbus County Schools,141,191,3,2,297,275,925,967,1629,1537,6054,37,47,1,2
2015,241,Whiteville City Schools,13,15,6,4,102,108,480,462,491,459,2238,55,42,0,1
2015,250,Craven County Schools,19,22,286,291,631,685,2146,2053,3872,3577,14341,336,381,23,19
2015,260,Cumberland County Schools,477,468,468,461,3087,2948,11779,11228,8359,7707,50798,1782,1797,119,118
2015,270,Currituck County Schools,4,3,6,12,81,110,114,105,1567,1560,3878,159,153,0,4
2015,280,Dare County Schools,5,5,21,24,333,317,56,64,2015,1960,4978,90,84,1,3
2015,290,Davidson County Schools,30,42,111,131,790,699,358,314,8681,8138,19717,215,197,5,6
2015,291,Lexington City Schools,8,6,83,69,513,498,466,452,415,363,3044,85,81,1,4
2015,292,Thomasville City Schools,8,5,10,10,364,362,449,454,308,276,2392,71,72,2,1
2015,300,Davie County Schools,4,11,13,37,404,401,180,186,2598,2258,6338,121,122,1,2
2015,310,Duplin County Schools,35,33,12,15,1990,1809,1189,1138,1735,1676,9823,79,93,10,9
2015,320,Durham County Schools,79,65,435,374,4670,4499,8205,8121,3245,2986,33647,458,476,17,17
2015,330,Edgecombe County Schools,1,6,1,4,324,266,1739,1619,908,884,5865,57,52,1,3
2015,340,Forsyth County Schools,61,67,614,659,6505,6191,8023,7425,11461,10940,54075,1045,1031,31,22
2015,350,Franklin County Schools,17,17,14,26,703,675,1352,1322,2242,1988,8632,131,139,1,5
2015,360,Gaston County Schools,38,28,244,228,1756,1665,3381,3211,10208,9400,31427,652,595,9,12
2015,370,Gates County Schools,2,6,1,0,11,12,298,302,504,461,1657,33,25,1,1
2015,380,Graham County Schools,99,80,1,0,23,19,4,1,501,446,1183,6,3,0,0
2015,390,Granville County Schools,7,16,26,18,578,581,1419,1291,2039,1783,8068,149,159,1,1
2015,400,Greene County Schools,6,7,3,2,490,443,599,618,494,469,3181,28,21,0,1
